Unique ID,Organization name,Location Name,Description,Category Tags (Comma-separated),Is Highlighted?,Website,Website 2,Address,Address 2,City,State,Zipcode,Country,Phone Work,Phone Mobile,Phone Other,Phone Other Type,Email,Email 2,Linkedin URL,Twitter URL,Facebook URL,Admin Invitations (Comma-separated)
A-00011,Organization 11,Place 11,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Boats,Trucks,Cars",true,https://www.google.com,http://www.facebook.com,2100 N Lombard St.,,Portland,OR,97213,USA,(508) 973 - 8010,406.241.9233,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg11,http://Great Organization,""
A-00012,Organization 12,Place 12,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Chairs,Tables,Desks",false,https://www.google.com,http://www.facebook.com,2110 N Lombard St.,,Portland,OR,97214,USA,(508) 973 - 8011,406.241.9234,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg12,http://Great Organization,""
A-00013,Organization 13,Place 13,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Burgers,Food,Juice",false,https://www.google.com,http://www.facebook.com,2120 N Lombard St.,,Portland,OR,97215,USA,(508) 973 - 8012,406.241.9235,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg13,http://Great Organization,""
A-00014,Organization 14,Place 14,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Junk,Animals,Plants",true,https://www.google.com,http://www.facebook.com,2130 N Lombard St.,,Portland,OR,97216,USA,(508) 973 - 8013,406.241.9236,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg14,http://Great Organization,""
A-00015,Organization 15,Place 15,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Basketball,Football,Ping Pong",false,https://www.google.com,http://www.facebook.com,2140 N Lombard St.,,Portland,OR,97217,USA,(508) 973 - 8014,406.241.9237,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg15,http://Great Organization,""
A-00016,Organization 16,Place 16,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Boats,Trucks,Cars",true,https://www.google.com,http://www.facebook.com,2150 N Lombard St.,,Portland,OR,97218,USA,(508) 973 - 8015,406.241.9238,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg16,http://Great Organization,""
A-00017,Organization 17,Place 17,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Chairs,Tables,Desks",false,https://www.google.com,http://www.facebook.com,2160 N Lombard St.,,Portland,OR,97219,USA,(508) 973 - 8016,406.241.9239,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg17,http://Great Organization,""
A-00018,Organization 18,Place 18,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Burgers,Food,Juice",false,https://www.google.com,http://www.facebook.com,2170 N Lombard St.,,Portland,OR,97220,USA,(508) 973 - 8017,406.241.9240,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg18,http://Great Organization,""
A-00019,Organization 19,Place 19,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Junk,Animals,Plants",true,https://www.google.com,http://www.facebook.com,2180 N Lombard St.,,Portland,OR,97221,USA,(508) 973 - 8018,406.241.9241,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg19,http://Great Organization,""
A-00020,Organization 20,Place 20,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Basketball,Football,Ping Pong",false,https://www.google.com,http://www.facebook.com,2190 N Lombard St.,,Portland,OR,97222,USA,(508) 973 - 8019,406.241.9242,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg20,http://Great Organization,""
A-00021,Organization 21,Place 21,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Boats,Trucks,Cars",true,https://www.google.com,http://www.facebook.com,2200 N Lombard St.,,Portland,OR,97223,USA,(508) 973 - 8020,406.241.9243,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg21,http://Great Organization,""
A-00022,Organization 22,Place 22,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Chairs,Tables,Desks",false,https://www.google.com,http://www.facebook.com,2210 N Lombard St.,,Portland,OR,97224,USA,(508) 973 - 8021,406.241.9244,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg22,http://Great Organization,""
A-00023,Organization 23,Place 23,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Burgers,Food,Juice",false,https://www.google.com,http://www.facebook.com,2220 N Lombard St.,,Portland,OR,97225,USA,(508) 973 - 8022,406.241.9245,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg23,http://Great Organization,""
A-00024,Organization 24,Place 24,"This block of text goes on and on and does not have any visual separation between what would normally make up a new paragraph. Instead, it will continue to have more text added to it and look like it has not been formatted. It just keeps going and going and going and will start new topics without separating them with paragraphs. You see, even though this is nice, let's talk about Cascading Style Sheets (CSS), oftentimes called style sheets, for a minute. Style sheets are often used to affect the appearance of Web pages. CSS code contains selectors and definitions for the various tags, classes, or ids that are used when marking up and HTML document. JavaScript, on the other hand, can add additional functionality to a Web page. Since it is a programming language, you can write code to perform any number of tasks. You could change the content within a block of text, change an image when the user places their mouse over a specific part of the page, validate form content, send alert messages, and more. It can be learned through books, tutorials, or classes that are offered in many place, especially on the Web. If you want to delve into server side programming, you might look into PHP, ASP, Perl, Java, or a number of other available languages. These allow to save information into databases, handle feedback forms, create shopping carts, and more. Did you read all of this or did you give up after trying for a bit?","Junk,Animals,Plants",true,https://www.google.com,http://www.facebook.com,2230 N Lombard St.,,Portland,OR,97226,USA,(508) 973 - 8023,406.241.9246,,Main,ccbughunt@gmail.com,ccbughunt+2@gmail.com,http://Great Organization,http://GreatOrg24,http://Great Organization,""
